Number of Boat in list,Year,Model,Area Code,Phone Number,Price
1553,1979,1979 Rival Sloop,888,888 352-901,"$34,900        "
1554,1988,1988 Catalina 34T Sailboat,941,941 914-921,"$34,900        "
1555,1984,1984 Hunter 36MF,888,888 221-278,"$34,900        "
1556,1989,1989 Pearson 34-2 Sloop,888,888 669-845,"$34,900        "
1557,1986,1986 Jeanneau 34 Sunrise,866,866 347-928,"$34,000        "
1558,1986,1986 Catalina 34 Cruiser (sail),941,941 914-921,"$32,000        "
1559,1970,1970 CAL 34,888,888 457-229,"$31,900        "
1560,1972,1972 Tartan 34 C,941,941 914-921,"$30,700        "
1561,1978,1978 Ericson 2QM20,888,888 889-424,"$29,900        "
1562,1981,1981 C&C 34,888,888 457-229,"$29,900        "
1563,1988,1988 Catalina 34,888,888 365-848,"$29,900        "
1564,1983,1983 Hunter 34,888,888 452-892,"$29,500        "
1565,1983,1983 Hunter 34,888,888 465-572,"$29,500        "
1566,1985,1985 Hunter 34,888,888 758-266,"$27,900        "
1567,1984,1984 O'Day 34,888,888 365-848,"$27,900        "
1568,1985,1985 Hunter 34,888,888 758-266,"$27,900        "
1569,1981,1981 O'Day 34,941,941 914-921,"$26,900        "
1570,1985,1985 S-2 10.3,888,888 351-540,"$26,500        "
1571,1983,1983 Hunter Masthead Sloop,866,866 656-139,"$26,500        "
1572,1987,1987 Hunter 34,888,888 245-141,"$26,000        "
1573,1984,1984 Hunter 34,231,231 526-622,"$25,900        "
1574,1984,1984 Hunter 3GMF,888,888 596-426,"$25,500        "
1575,1983,1983 Irwin 34 Shoal Draft,888,888 669-845,"$25,500        "
1576,1970,1970 Tartan 34,860,860 536-777,"$25,000        "
1577,1986,1986 C&C Yachts C&C 35 MK III,240,240 895-446,"$25,000        "
1578,1979,1979 Sabre 34,888,888 457-229,"$25,000        "
1579,1972,1972 Tartan 34,866,866 342-183,"$24,999        "
1580,1984,1984 Hunter 34,941,941 914-921,"$24,500        "
1581,1984,1984 Hunter 34,877,877 655-853,"$22,900        "
1582,1984,1984 O'Day Sloop,877,877 564-794,"$22,500        "
1583,1969,1969 Tartan 34,941,941 914-921,"$22,000        "
1584,1976,1976 Tartan 34 sloop,877,877 533-659,"$22,000        "
1585,1983,1983 Hunter 34,941,941 914-921,"$22,000        "
1586,1978,1978 Peterson 34,941,941 914-921,"$21,000        "
1587,1977,1977 CAL 34 MK III Sloop,855,855 257-705,"$20,900        "
1588,1979,1979 C & C 34,941,941 914-921,"$20,500        "
1589,1967,1967 Cal Western 34,941,941 914-921,"$20,000        "
1590,1971,1971 Bristol Yachts 34,941,941 914-921,"$20,000        "
1591,1969,1969 Tartan 34C,941,941 914-921,"$19,900        "
1592,1984,1984 Hunter 34,888,888 452-892,"$19,900        "
1593,1985,1985 Watkins 29,941,941 914-921,"$19,400        "
1594,1976,1976 Tartan 34C,252,252 444-180,"$18,000        "
1595,1983,1983 Irwin Yachts Citation 34,941,941 914-921,"$17,500        "
1596,1993,1993 Gemini 3400,866,866 535-587,"$15,000        "
1597,1968,1968 Wayfarer 34 Islander Sloop,941,941 914-921,"$14,500        "
1598,1982,1982 O'Day 34,941,941 914-921,"$13,000        "
1599,1967,1967 Morgan 34,941,941 914-921,"$12,500        "
1600,2005,2005 Farrier 33,941,941 914-921,"$250,000       "
1601,2012,2012 E SAILING E-33,888,888 399-447,"$219,000       "
1602,2013,2013 Tartan 101,310,310 821-588,"$205,000       "
1603,1988,1988 Dean Cruising Catamaran - Ocean Comber,954,954 763-397,"$144,900       "
1604,1995,1995 Nauticat Pilothouse Ketch,866,866 220-931,"$124,900       "
1605,2011,2011 Hunter 33,888,888 452-892,"$118,900       "
1606,2001,2001 Herreshoff Buzzard's Bay 25,860,860 536-777,"$115,000       "
1607,1996,1996 Herreshoff Buzzard's Bay 25,860,860 536-777,"$107,000       "
1608,2006,2006 Hunter 33,888,888 452-892,"$99,950        "
1609,1989,1989 Siltala Yachts Nauticat,877,877 657-244,"$99,750        "
1610,2008,2008 Hunter Marine 33 Sailboat,941,941 914-921,"$99,000        "
1611,2002,2002 Tartan C&C 99,888,888 452-892,"$94,900        "
1612,2008,2008 Hunter 33,888,888 452-892,"$92,500        "
1613,2005,2005 J Boats J 100,310,310 821-588,"$89,900        "
1614,2008,2008 Hunter 33,814,814 455-680,"$89,900        "
1615,2007,2007 Hunter 33,585,585 339-973,"$87,900        "
1616,2007,2007 Hunter 33,954,954 763-397,"$87,500        "
1617,1987,1987 Oceancraft Ebbtide 33,888,888 678-765,"$87,500        "
1618,2008,2008 Hunter 33,941,941 914-921,"$87,000        "
1619,2008,2008 Hunter 33.5,866,866 220-931,"$84,900        "
1620,1996,1996 Herreshoff Buzzards Bay 25,888,888 399-447,"$84,500        "
1621,2005,2005 Beneteau 331,888,888 365-848,"$82,500        "
1622,1985,1985 Nauticat 33,419,419 304-440,"$79,900        "
1623,2005,2005 Hunter 33,888,888 363-495,"$79,000        "
1624,2005,2005 Hunter 33 Cruiser,941,941 914-921,"$78,900        "
1625,2003,2003 Beneteau 331,888,888 457-229,"$75,000        "
1626,2006,2006 Hunter 33,877,877 899-220,"$74,995        "
1627,2008,2008 Corby Corby 33,954,954 763-397,"$74,500        "
1628,2005,2005 Hunter 33,877,877 470-353,"$73,500        "
1629,2000,2000 Beneteau 331,888,888 457-229,"$72,900        "
1630,2001,2001 Beneteau Oceanis 331,585,585 339-973,"$72,900        "
1631,1988,1988 Nauticat 33 Pilothouse,386,386 255-074,"$69,950        "
1632,2000,2000 Beneteau Oceanis 331,585,585 339-973,"$69,500        "
1633,2002,2002 Beneteau 331,877,877 564-499,"$64,900        "
1634,1995,1995 Hunter 336,866,866 461-654,"$60,500        "
1635,1998,1998 Beneteau Oceanis 321,888,888 658-331,"$59,900        "
1636,1986,1986 Cape Dory 330 CUTTER,877,877 273-039,"$59,900        "
1637,2001,2001 Dufour Gib'Sea 33,949,949 791-422,"$59,777        "
1638,2005,2005 Reynolds 33,888,888 809-008,"$59,500        "
1639,1986,1986 Mason 33 3GM30F,888,888 457-229,"$59,000        "
1640,2003,2003 Synergy 1000 Racing Yacht,941,941 914-921,"$59,000        "
1641,1973,1973 Carter Sloop,888,888 474-702,"$55,000        "
1642,1996,1996 Hunter 336 Sloop,941,941 914-921,"$50,000        "
1643,1993,1993 Hunter 33.5,888,888 452-892,"$49,900        "
1644,1979,1979 CSY Cutter,866,866 536-237,"$49,900        "
1645,1994,1994 C&C YACHTS SR 33,877,877 273-039,"$47,900        "
1646,1988,1988 CAL Sloop,866,866 292-809,"$45,000        "
1647,1987,1987 CAL 33 Sloop,877,877 533-659,"$45,000        "
1648,1992,1992 Hunter 335,888,888 363-495,"$44,000        "
1649,1992,1992 Hunter 33.4,941,941 914-921,"$43,900        "
1650,1988,1988 CAL 33,877,877 273-039,"$41,900        "
1651,1986,1986 Bruce Roberts 33,941,941 914-921,"$40,000        "
1652,1980,1980 Morgan OI Motorsailer,866,866 536-237,"$39,500        "
1653,1992,1992 Carroll Marine Tripp,888,888 596-426,"$39,000        "
1654,1977,1977 Cheoy Lee Clipper Ketch,877,877 564-970,"$38,000        "
1655,1989,1989 Pearson 33,888,888 457-229,"$37,500        "
1656,1980,1980 Tartan 33,866,866 271-195,"$35,200        "
1657,1984,1984 Endeavour 33,888,8889YACHTS,"$35,000        "
1658,1971,1971 Hallberg-Rassy MISTRAL 33,877,877 564-794,"$35,000        "
1659,1985,1985 Soverel 33,888,888 457-229,"$35,000        "
1660,1982,1982 Abbott 33,877,877 564-794,"$35,000        "
1661,1986,1986 CAL 33' Sloop,877,877 533-659,"$34,900        "
1662,1982,1982 Ericson 33,888,888 450-079,"$34,900        "
1663,1980,1980 Tartan 33,888,888 739-078,"$34,900        "
1664,1981,1981 Tartan 33,866,866 220-931,"$34,900        "
1665,1984,1984 Endeavour 33,561,561 253-245,"$34,900        "
1666,1988,1988 J Boats J-33 Turbo,877,877 564-794,"$34,900        "
1667,1975,1975 Fjord Pilot House 33,877,877 564-794,"$34,500        "
1668,1982,1982 Freedom Cat Ketch 3GM30F,888,888 855-804,"$34,500        "
1669,1987,1987 C&C 33-Mark II,866,866 695-948,"$34,000        "
1670,1987,1987 Frers 33 ,888,888 351-540,"$33,000        "
1671,1988,1988 Frers 33,888,888 457-229,"$32,500        "
1672,1986,1986 Pearson 33,888,888 676-442,"$31,500        "
1673,1986,1986 CAL 33,888,888 352-901,"$30,900        "
1674,1982,1982 Canadian Sailcraft 33,941,941 914-921,"$30,500        "
1675,1984,1984 Endeavour 33,941,941 914-921,"$30,000        "
1676,1975,1975 Pearson 33 2GM20F,888,888 227-665,"$29,900        "
1677,1976,1976 Morgan 33 Out Island,941,941 914-921,"$29,900        "
1678,1973,1973 Choey Lee 33,888,888 365-848,"$29,900        "
1679,1989,1989 J Boats 33,814,814 455-680,"$29,900        "
1680,1985,1985 Dehler Optima 101,866,866 594-512,"$29,900        "
1681,1980,1980 Tartan T33,888,888 281-430,"$29,900        "
1682,1981,1981 Tartan T33,888,888 281-430,"$29,900        "
1683,1988,1988 Hunter Sloop,866,866 477-588,"$28,500        "
1684,1985,1985 Soverel 33,954,954 763-397,"$27,500        "
1685,1983,1983 Wauquiez Gladiateur 33,866,866 202-668,"$27,000        "
1686,1982,1982 Tartan 33R,888,888 452-892,"$26,500        "
1687,1984,1984 Newport Sloop,866,866 477-588,"$25,900        "
1688,1980,1980 Moody Sloop,866,866 810-218,"$25,900        "
1689,1976,1976 Ranger 33,866,866 513-857,"$25,000        "
1690,1970,1970 CUSTOM BUILT 33 Wooden Yawl,941,941 914-921,"$25,000        "
1691,1980,1980 Peterson 33,941,941 914-921,"$25,000        "
1692,1970,1970 Cheoy Lee ketch,866,866 769-908,"$24,900        "
1693,1976,1976 Morgan 33 Out Island,941,941 914-921,"$24,900        "
1694,1984,1984 Newport 33,941,941 914-921,"$24,500        "
1695,1979,1979 Morgan Out Island 33,800,800 537-005,"$24,000        "
1696,1980,1980 Tartan 33 Cruiser Racer,941,941 914-921,"$23,900        "
1697,1984,1984 Soverel 33 Republic Built,954,954 763-397,"$22,900        "
1698,1980,1980 Tartan 33,866,866 342-183,"$22,900        "
1699,1976,1976 Irwin Yachts 33,941,941 914-921,"$22,500        "
1700,1986,1986 Laguna 33,888,888 522-279,"$22,500        "
1701,1974,1974 Irwin Yachts 33,941,941 914-921,"$21,900        "
1702,1977,1977 Morgan Out Island 33,866,866 342-183,"$21,500        "
1703,1977,1977 Morgan 33,941,941 914-921,"$20,799        "
1704,1979,1979 Tartan Ten Racer,941,941 914-921,"$18,900        "
1705,1974,1974 Pearson 33 Sailboat,877,877 533-659,"$18,900        "
1706,1976,1976 Ranger 33,360,360 550-813,"$18,500        "
1707,1975,1975 Morgan OI 33,269,269 569-473,"$18,000        "
1708,1978,1978 Hunter Sloop,888,888 610-899,"$18,000        "
1709,1983,1983 Soverel 33,814,814 455-680,"$17,900        "
1710,1975,1975 Pearson 10M,814,814 455-680,"$16,900        "
1711,1978,1978 Franz Maas Standfast 33,941,941 914-921,"$15,000        "
1712,1982,1982 Hunter 33,888,888 363-495,"$14,999        "
1713,1988,1988 Glander 33' Yawl,855,855 241-631,"$13,900        "
1714,1998,1998 Tahiti 33 Sailboat,941,941 914-921,"$12,900        "
1715,1969,1969 Seafarer Sloop,727,727 798-276,"$11,000        "
1716,1965,"1965 Rhodes Avio-Diepen, Holland, Swiftsure Commodore 33",786,786 295-057,"$10,000        "
1717,1975,1975 Carter Craft Carter 33'  - Sheel (manufacturer),727,727 542-444,"$9,995         "
1718,1979,1979 Hunter Hunter 33,866,866 535-587,"$8,900         "
1719,2000,2000 Nauticat 321 Pilothouse,888,888 669-845,"$179,950       "
1720,2011,2011 Seaward 32,877,877 656-426,"$135,000       "
1721,2008,2008 Seaward Seaward 32,877,877 656-426,"$129,000       "
1722,1995,1995 PDQ 32,619,619 319-013,"$120,000       "
1723,2006,2006 Hake / Seaward 32.,877,877 656-426,"$114,000       "
1724,2006,2006 Hake / Seaward 32RK,877,877 849-439,"$110,000       "
1725,2006,2006 Dufour 325 Grande Large,888,888 889-424,"$94,900        "
1726,1994,1994 Island Packet 32,866,866 202-668,"$87,000        "
1727,2007,2007 Beneteau 323,888,888 365-848,"$79,999        "
1728,2006,2006 Beneteau 323,888,888 457-229,"$79,900        "
1729,1999,1999 Catalina 320,888,888 518-007,"$79,500        "
1730,1996,1996 PDQ Classic 32 Catamaran,866,866 513-857,"$79,000        "
1731,2006,2006 Beneteau 323,877,877 655-300,"$79,000        "
1732,2005,2005 Beneteau USA 323 Centerboard,888,888 457-229,"$74,900        "
1733,2002,2002 Catalina CATALINA 320,877,877 588-656,"$72,000        "
1734,2001,2001 Beneteau First 33.7,888,888 630-492,"$69,888        "
1735,2002,2002 Hunter 326,888,888 452-892,"$67,900        "
1736,2004,2004 Beneteau 323,888,888 457-229,"$67,500        "
1737,1991,1991 Island Packet 29,941,941 914-921,"$66,100        "
1738,2000,2000 Catalina 320,888,888 457-229,"$63,500        "
1739,2003,2003 Hunter 326,888,888 452-892,"$59,900        "
1740,2004,2004 Hunter 326,888,888 281-430,"$59,000        "
1741,2003,2003 Hunter 326,888,888 363-495,"$59,000        "
1742,2002,2002 Hunter 326,419,419 304-440,"$58,900        "
1743,1992,1992 Island Packet 29,888,888 281-430,"$55,000        "
1744,1993,1993 Catalina 32,941,941 914-921,"$55,000        "
1745,1994,1994 Catalina 320,888,888 676-442,"$55,000        "
1746,2003,2003 Hunter 326,888,888 452-892,"$54,900        "
1747,2002,2002 Hunter 326,888,888 221-278,"$54,500        "
1748,1998,1998 Catalina 320,855,855 538-984,"$49,900        "
1749,1996,1996 Beneteau Bulb,866,866 535-587,"$49,900        "
1750,1988,1988 Gulf 32,866,866 513-857,"$44,900        "
1751,1977,1977 DownEast 32,619,619 474-550,"$43,000        "
1752,1986,1986 Vancouver ,866,866 220-931,"$39,000        "
1753,1980,1980 Pearson 323,866,866 220-931,"$38,000        "
1754,1974,1974 Westsail 32,888,888 352-901,"$37,500        "
1755,1985,1985 CAPITAL YACHTS Gulf 320 Pilothouse Sloop,941,941 914-921,"$36,000        "
1756,1976,1976 Ericson 32 sloop-1976/2010,561,561 844-410,"$35,000        "
1757,1984,1984 Beneteau First 32,866,866 220-931,"$34,900        "
1758,1985,1985 Freedom Yachts 32,866,866 476-577,"$34,000        "
1759,1986,1986 Sabre Sloop  Freshwater,888,888 677-635,"$33,900        "
1760,1978,1978 Islander MK II Tall,888,888 596-426,"$33,000        "
1761,1975,1975 Westsail 32,866,866 292-809,"$32,500        "
1762,1996,1996 Seaward 32 Eagle,727,727 867-319,"$31,500        "
1763,1981,1981 Pearson 323,888,888 281-430,"$30,000        "
1764,1990,1990 Beneteau 32s5,888,888 457-229,"$29,990        "
1765,1984,1984 Bayfield 32C,877,877 564-174,"$29,900        "
1766,1986,1986 Jeanneau 32 Attalia,941,941 914-921,"$29,000        "
1767,1987,1987 Irwin Citation 32,877,877 588-656,"$27,900        "
1768,1989,1989 Ericson Sloop,800,800 633-717,"$26,900        "
1769,1989,1989 Hunter Vision 32,866,866 292-809,"$26,900        "
1770,1990,1990 Freedom Yachts 32,888,888 675-775,"$25,520        "
1771,1977,1977 Ted Hermann Lazy Jack 32,877,877 564-794,"$25,000        "
1772,1986,1986 CAPITAL YACHTS Gulf 320 Pilothouse Sloop,941,941 914-921,"$25,000        "
1773,1984,1984 Freedom 32,201,201 985-809,"$25,000        "
1774,1987,1987 O'Day 322,877,877 564-174,"$24,900        "
1775,1979,1979 Islander Sailboats 32-2 TM,941,941 914-921,"$24,700        "
1776,1983,1983 C & C 32,877,877 564-970,"$24,500        "
1777,1982,1982 Pearson Sloop,360,360 697-848,"$23,999        "
1778,1978,1978 Pearson 323 Sloop,888,8889YACHTS,"$22,900        "
1779,1981,1981 Pearson 323,866,866 271-361,"$22,900        "
1780,1977,1977 O'Day 32 Center Cockpit,941,941 914-921,"$22,500        "
1781,1976,1976 DownEast Sailboat,866,866 246-926,"$19,999        "
1782,1975,1975 Bristol Sloop,888,888 221-278,"$19,900        "
1783,1977,1977 Endeavour 32,585,585 339-973,"$19,900        "
1784,1977,1977 Pearson 323,888,888 676-442,"$19,500        "
1785,1984,1984 Morgan 323,888,888 281-430,"$19,500        "
1786,1978,1978 Columbia 9.6 Sailboat,941,941 914-921,"$19,400        "
1787,1977,1977 Islander 32,866,866 513-857,"$19,000        "
1788,1969,1969 Bristol 32 Sloop,877,877 634-652,"$18,900        "
1789,1982,1982 Bristol Yachts 32 Centerboard Ketch,941,941 914-921,"$17,500        "
1790,1972,1972 Karat 32,941,941 914-921,"$16,807        "
1791,1986,1986 Beneteau First 325,508,508 478-020,"$15,500        "
1792,1982,1982 Morgan 32,866,866 769-908,"$15,500        "
1793,1977,1977 Islander Yachts 32,941,941 914-921,"$15,000        "
1794,1965,1965 Islander Sailboat 32,877,877 564-970,"$15,000        "
1795,1967,1967 Bristol 32,888,888 281-430,"$14,900        "
1796,1977,1977 Pearson 323,877,877 812-823,"$14,900        "
1797,1964,1964 Pearson Vanguard,866,866 503-552,"$13,900        "
1798,1965,1965 Islander Wayfarer,866,866 537-507,"$13,900        "
1799,1978,1978 Endeavour 32,941,941 914-921,"$13,500        "
1800,1971,1971 Ericson Yachts 32,941,941 914-921,"$12,500        "
1801,1977,1977 Columbia Sloop,877,877 537-759,"$11,900        "
1802,1981,1981 Pearson 32,877,877 564-499,"$11,900        "
1803,1977,1977 Columbia Boats 32,888,888 488-755,"$4,650         "
1804,1978,1978 Columbia Masthead Sloop,508,508 478-020,$100           
1805,2012,2012 SIRIUS YACHTS 310DS,866,866 469-964,"$331,420       "
1806,2004,2004 Corsair 31 Ultimate Cruiser,619,619 319-013,"$115,000       "
1807,2012,2012 Beneteau 31 Centerboard,727,727 214-159,"$110,000       "
1808,2011,2011 Beneteau Oceanis 31,866,866 930-978,"$105,000       "
1809,2011,2011 Beneteau 31,727,727 214-159,"$94,900        "
1810,2009,2009 Catalina 309,850,850 896-922,"$85,000        "
1811,2000,2000 Corsair F-31AC,877,877 657-244,"$84,900        "
1812,2010,2010 Beneteau 31 3YM20,888,888 457-229,"$83,500        "
1813,1996,1996 Corsair 31,619,619 319-013,"$75,000        "
1814,1989,1989 Pacific Seacraft 31,888,888 522-279,"$74,900        "
1815,2006,2006 Catalina 309,877,877 564-794,"$72,000        "
1816,2002,2002 Catalina 310,877,877 273-039,"$69,900        "
1817,2005,2005 Catalina 310,866,866 220-931,"$69,900        "
1818,2001,2001 Catalina 310,201,201 985-809,"$67,900        "
1819,1990,1990 Pacific Seacraft 31 Crealock,888,888 573-425,"$67,500        "
1820,2007,2007 Hunter 31,866,866 930-978,"$65,900        "
1821,1988,1988 Island Packet Cutter,877,877 537-759,"$65,595        "
1822,1988,1988 Island Packet 31,419,419 304-440,"$65,000        "
1823,2001,2001 Catalina 310,888,888 365-848,"$62,999        "
1824,1989,1989 Tartan 31,619,619 319-013,"$62,000        "
1825,2001,2001 Catalina 310,888,888 880-797,"$62,000        "
1826,2008,2008 Hunter 31,888,888 457-229,"$59,900        "
1827,2006,2006 Hunter 31,321,321 866-030,"$59,000        "
1828,2006,2006 Hanse 312,800,800 537-005,"$59,000        "
1829,1988,1988 Island Packet 31,866,866 342-183,"$57,900        "
1830,2000,2000 Catalina 310,888,888 457-229,"$57,500        "
1831,1999,1999 Beneteau 311,888,888 457-229,"$49,500        "
1832,1984,1984 Island Packet 31 Centerboard,888,888 281-430,"$49,500        "
1833,1988,1988 Tartan 31,888,888 352-901,"$49,000        "
1834,2003,2003 Beneteau 311,888,888 457-229,"$49,000        "
1835,1988,1988 Island Packet 31,866,866 271-195,"$47,500        "
1836,1988,1988 Tartan 310 Sailboat,941,941 914-921,"$45,000        "
1837,1979,1979 Pacific Seacraft Mariah 31,866,866 220-931,"$45,000        "
1838,1988,1988 Tartan 31,888,888 457-229,"$41,000        "
1839,1998,1998 Hunter 310,877,877 331-391,"$39,900        "
1840,1975,1975 Southern Cross 31,866,866 476-577,"$39,900        "
1841,1988,1988 Tartan 31,888,888 678-765,"$39,800        "
1842,1984,1984 Cape Dory 31,888,888 457-229,"$39,500        "
1843,1986,1986 Island Packet Centerboard,866,866 536-237,"$39,000        "
1844,1986,1986 Island Packet 31,941,941 914-921,"$38,900        "
1845,1988,1988 Pearson P31,866,866 728-560,"$38,888        "
1846,1985,1985 Herreshoff 31 Cat Ketch,727,727 460-568,"$35,900        "
1847,1987,1987 Hunter 31,941,941 914-921,"$33,300        "
1848,1987,1987 Pearson 31,941,941 914-921,"$33,300        "
1849,1985,1985 Bristol Yachts 31-1,941,941 914-921,"$33,000        "
1850,1987,1987 Pearson 31,888,888 457-229,"$29,900        "
1851,1978,1978 Pacific Seacraft Mariah,866,866 729-252,"$29,900        "
1852,1988,1988 Pearson 31,855,855 751-595,"$27,500        "
1853,1986,1986 Hunter 31,941,941 914-921,"$27,500        "
1854,1985,1985 O'Day M18,888,888 596-426,"$26,500        "
1855,1989,1989 Newport 31,888,888 452-892,"$25,900        "
1856,1983,1983 Hunter 31,941,941 914-921,"$25,500        "
1857,1986,1986 Hunter 31,866,866 220-931,"$25,000        "
1858,1986,1986 CAL 28,888,888 281-430,"$24,900        "
1859,1983,1983 Allmand 31 Tricabin,888,888 880-797,"$24,000        "
1860,1971,1971 Allied Seawind,401,401 295-034,"$24,000        "
1861,1986,1986 Beneteau 305,888,888 221-278,"$24,000        "
1862,1987,1987 Hunter 31,877,877 564-055,"$23,000        "
1863,1987,1987 Hunter 31,888,888 363-495,"$22,000        "
1864,1987,1987 Hunter H 31,877,877 273-039,"$21,900        "
1865,1985,1985 Hunter 31,941,941 914-921,"$21,499        "
1866,1984,1984 Allmand 31,941,941 914-921,"$21,000        "
1867,1983,1983 Hunter 31,941,941 914-921,"$20,000        "
1868,1983,1983 Allmand 31,941,941 914-921,"$19,900        "
1869,1985,1985 Hunter 31,877,877 564-055,"$19,900        "
1870,1983,1983 Hunter 31,888,888 522-279,"$19,900        "
1871,1985,1985 Hunter 31,866,866 342-183,"$19,900        "
1872,1983,1983 CAL ,888,888 221-278,"$19,900        "
1873,1984,1984 Hunter 31,888,888 363-495,"$19,500        "
1874,1984,1984 Hunter 31,800,800 633-717,"$19,500        "
1875,1976,1976 Columbia 9.6,941,941 914-921,"$19,500        "
1876,1979,1979 New Bombay Trading Co 31 Bombay Clipper,855,855 822-311,"$19,000        "
1877,1986,1986 Hunter 31,888,888 363-495,"$19,000        "
1878,1983,1983 Niagara 31 ,252,252 444-180,"$19,000        "
1879,1984,1984 Hunter 31 SLOOP,866,866 271-195,"$18,950        "
1880,1984,1984 Hunter Sloop,888,888 352-901,"$18,900        "
1881,1983,1983 Irwin 31,866,866 342-183,"$18,900        "
1882,1978,1978 Fuji Ketch 32,941,941 914-921,"$18,900        "
1883,1985,1985 Hunter 31,941,941 914-921,"$18,500        "
1884,1982,1982 Dufour 31 Sail,866,866 535-587,"$18,000        "
1885,1985,1985 Hunter 31,941,941 914-921,"$17,500        "
1886,1980,1980 CAL Sloop,866,866 292-809,"$17,000        "
1887,1984,1984 Hunter shoal draft sloop,855,855 822-828,"$16,900        "
1888,1983,1983 Hunter Legend,727,727 403-990,"$16,700        "
1889,1984,1984 Hunter 31 Shoal Draft,727,727 460-568,"$16,500        "
1890,1978,1978 Catalina 31,760,760 258-621,"$16,000        "
1891,1978,1978 Neptun 31 Sail Sloop,386,386 255-074,"$15,000        "
1892,1984,1984 Hunter 31,888,888 365-848,"$14,900        "
1893,1971,1971 Westerly 31 Longbow,877,877 272-254,"$12,500        "
1894,1983,1983 Allmand 31 Tri-cabin,855,855 254-516,"$12,500        "
1895,1972,1972 Cheoy Lee Offshore 31,941,941 914-921,"$11,500        "
1896,1980,1980 Allmand ,888,888 596-426,"$9,495         "
1897,1983,1983 Dufour 31 Dufour,203,203 824-070,"$9,400         "
1898,2012,2012 Derecktor Presto 30,866,866 694-909,"$139,000       "
1899,2011,2011 Catalina 309,888,888 365-848,"$119,800       "
1900,1998,1998 Endeavourcat 30 MK II,941,941 914-921,"$99,900        "
1901,1927,1927 Alden Yachts Malabar Jr 30,941,941 914-921,"$89,900        "
1902,1997,1997 Carroll Marine Mumm 30,585,585 339-973,"$84,900        "
1903,1997,1997 Endeavour Catamaran Endeavourcat 30 MkII,866,866 220-931,"$82,000        "
1904,1997,1997 Quest 30,860,860 536-777,"$80,000        "
1905,2006,2006 Catalina 309,866,866 342-183,"$69,900        "
1906,1987,1987 Nonsuch 30 Ultra,866,866 695-044,"$67,000        "
1907,1988,1988 Hinterhoeller Nonsuch 30 Ultra,941,941 914-921,"$66,700        "
1908,1992,1992 American Cruising Yacht Americat,888,888 281-430,"$64,900        "
1909,1993,1993 Endeavour Catamaran Endeavourcat 30,866,866 220-931,"$59,500        "
1910,1988,1988 Nonsuch 30 Ultra,888,888 457-229,"$59,500        "
1911,1987,1987 Nonsuch Ultra,866,866 220-931,"$55,000        "
1912,1993,1993 Endeavour Catamaran Endeavourcat 30,866,866 769-908,"$54,900        "
1913,2005,2005 Hunter 306,888,888 452-892,"$53,000        "
1914,1987,1987 Hinterhoeller Nonsuch Ultra,888,888 596-426,"$49,975        "
1915,1983,1983 Fisher 30 Pilothouse Ketch,877,877 393-260,"$49,900        "
1916,1989,1989 Cape Dory Motorsailer,727,727 460-568,"$49,900        "
1917,1963,1963 Hinckley 30,860,860 536-777,"$49,500        "
1918,1988,1988 C&C 30 MKII,866,866 930-978,"$49,000        "
1919,2002,2002 Hunter 306,866,866 220-931,"$45,000        "
1920,2005,2005 Columbia 30,941,941 914-921,"$45,000        "
1921,1980,1980 30 Nonsuch Classic Catboat,888,888 573-425,"$45,000        "
1922,1981,1981 Hinterhoeller Nonsuch 30,866,866 477-588,"$44,950        "
1923,2000,2000 Hunter 290,815,815 353-012,"$44,900        "
1924,1988,1988 C&C 30 Mark II,888,888 457-229,"$42,500        "
1925,1984,1984 Ta Shing Baba 30,877,877 564-794,"$42,500        "
1926,1984,1984 Sea Sprite 30,941,941 914-921,"$41,000        "
1927,1995,1995 Contour 30 Mk II,941,941 914-921,"$39,900        "
1928,1987,1987 Sabre 30 MK III,877,877 588-656,"$39,900        "
1929,1987,1987 Cape Dory Yachts Mark II,888,888 227-665,"$39,900        "
1930,1993,1993 J Boat 92,252,252 444-180,"$39,750        "
1931,1995,1995 Hunter 29.5,855,855 420-326,"$38,999        "
1932,1983,1983 Ta Shing 30,941,941 914-921,"$38,900        "
1933,1993,1993 Catalina 30,941,941 914-921,"$37,800        "
1934,1978,1978 Ta Shing Baba Cutter,386,386 255-074,"$37,000        "
1935,1960,1960 Juno sloop,877,877 502-133,"$37,000        "
1936,1989,1989 C&C 30 MARK ll,877,877 564-970,"$34,999        "
1937,1994,1994 Catalina 30 Mark III,941,941 914-921,"$34,100        "
1938,1983,1983 Catalina 30,941,941 914-921,"$33,000        "
1939,1982,1982 Catalina 30 Sloop,855,855 241-056,"$32,900        "
1940,1984,1984 Gemini 3000,619,619 319-013,"$32,000        "
1941,1984,1984 Ericson 30 Plus,855,855 257-705,"$31,999        "
1942,1987,1987 Sabre 30 MK III,877,877 564-174,"$31,900        "
1943,1988,1988 Freedom Yachts 30 Sloop,419,419 304-440,"$31,900        "
1944,1992,1992 Hunter 30 T,888,888 397-851,"$31,900        "
1945,1990,1990 Hunter Sailboat with Trailer,877,877 533-659,"$30,000        "
1946,1991,1991 Golden Gate Odyssey 30,619,619 474-550,"$29,999        "
1947,1989,1989 Catalina 30,941,941 914-921,"$29,990        "
1948,1985,1985 Pearson 303,888,888 203-810,"$29,900        "
1949,1988,1988 Catalina MK II TALL RIG,855,855 257-705,"$29,900        "
